종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"476470","KB제28호스팩","KOSDAQ","금융","2095","0","0.00","11532975000"
"478390","KB제29호스팩","KOSDAQ","금융","2000","9","0.45","12440000000"
"486630","KB제30호스팩","KOSDAQ","금융","2000","-5","-0.25","10620000000"
"492220","KB제31호스팩","KOSDAQ","금융","1928","2","0.10","11972880000"
"021320","KCC건설","KOSDAQ","건설","4005","0","0.00","85707000000"
"036670","KCI","KOSDAQ","화학","6610","0","0.00","74494700000"
"044180","KD","KOSDAQ","건설","668","59","9.69","17847489732"
"046440","KG모빌리언스","KOSDAQ","IT 서비스","4780","35","0.74","185586215040"
"151860","KG에코솔루션","KOSDAQ","화학","4730","-10","-0.21","232257199460"
"035600","KG이니시스","KOSDAQ","IT 서비스","8770","-70","-0.79","244721886180"
"226360","KH 건설","KOSDAQ","건설","2555","0","0.00","60698450260"
"111870","KH 미래물산","KOSDAQ","전기·전자","8910","0","0.00","43928518590"
"060720","KH바텍","KOSDAQ","전기·전자","8120","-20","-0.25","192260829040"
"058400","KNN","KOSDAQ","오락·문화","810","14","1.76","107268073200"
"101000","KS인더스트리","KOSDAQ","기계·장비","2155","-10","-0.46","66044567305"
"122450","KX","KOSDAQ","오락·문화","2960","-75","-2.47","134194453440"
"052900","KX하이텍","KOSDAQ","화학","898","25","2.86","49486550266"
"376190","LB루셈","KOSDAQ","전기·전자","3955","135","3.53","97293000000"
"061970","LB세미콘","KOSDAQ","전기·전자","3560","0","0.00","155873147520"
"309960","LB인베스트먼트","KOSDAQ","금융","3185","0","0.00","73946906215"
"225190","LK삼양","KOSDAQ","의료·정밀기기","2745","145","5.58","139304467800"
"060370","LS마린솔루션","KOSDAQ","건설","15500","710","4.80","506367237000"
"417200","LS머트리얼즈","KOSDAQ","전기·전자","11850","70","0.59","801684009150"
"078020","LS증권","KOSDAQ","금융","3745","-85","-2.22","207777056550"
"476080","M83","KOSDAQ","오락·문화","15060","560","3.86","117242100000"
"086960","MDS테크","KOSDAQ","IT 서비스","972","-18","-1.82","90222777936"
"038340","MIT","KOSDAQ","전기·전자","1233","0","0.00","39979891836"
"160550","NEW","KOSDAQ","오락·문화","2125","-15","-0.70","59300475250"
"053290","NE능률","KOSDAQ","오락·문화","3745","105","2.88","61891019715"
"060250","NHN KCP","KOSDAQ","금융","7570","470","6.62","304015825270"
"104200","NHN벅스","KOSDAQ","IT 서비스","2805","60","2.19","41591277750"
"222160","NPX","KOSDAQ","기계·장비","8040","0","0.00","79551289560"
"024940","PN풍년","KOSDAQ","유통","7960","170","2.18","79600000000"
"218410","RFHIC","KOSDAQ","전기·전자","12820","-280","-2.14","339530546440"
"327260","RF머트리얼즈","KOSDAQ","전기·전자","4925","150","3.14","41533662675"
"474610","RF시스템즈","KOSDAQ","금속","4100","195","4.99","51586458300"
"091340","S&K폴리텍","KOSDAQ","전기·전자","2470","15","0.61","28908190870"
"419530","SAMG엔터","KOSDAQ","오락·문화","13220","490","3.85","113572094600"
"019550","SBI인베스트먼트","KOSDAQ","금융","818","57","7.49","132570458350"
"950110","SBI핀테크솔루션즈","KOSDAQ","출판·매체복제","4975","0","0.00","119661386500"
"036120","SCI평가정보","KOSDAQ","IT 서비스","2400","-50","-2.04","85200000000"
"246960","SCL사이언스","KOSDAQ","제약","8330","90","1.09","60670730330"
"099220","SDN","KOSDAQ","유통","1118","11","0.99","62800084698"
"036540","SFA반도체","KOSDAQ","전기·전자","3085","0","0.00","507360034755"
"255220","SG","KOSDAQ","비금속","2935","75","2.62","284571389540"
"040610","SG&G","KOSDAQ","운송·창고","1593","-1","-0.06","54300903228"
"049470","SGA","KOSDAQ","IT 서비스","290","1","0.35","17070052210"
"184230","SGA솔루션즈","KOSDAQ","IT 서비스","464","0","0.00","29046010704"
"016250","SGC E&C","KOSDAQ","건설","12970","270","2.13","42069297450"
"048550","SM C&C","KOSDAQ","일반서비스","1427","27","1.93","138011762740"
"063440","SM Life Design","KOSDAQ","출판·매체복제","1258","-2","-0.16","57904675732"
"067160","SOOP","KOSDAQ","IT 서비스","90200","-700","-0.77","1036827983400"
"289080","SV인베스트먼트","KOSDAQ","금융","1360","37","2.80","72398240000"
"089230","THE E&M","KOSDAQ","IT 서비스","960","92","10.60","21007634880"
"032540","TJ미디어","KOSDAQ","전기·전자","4760","65","1.38","66314458840"
"022220","TKG애강","KOSDAQ","화학","972","4","0.41","50344330788"
"048770","TPC","KOSDAQ","기계·장비","2150","195","9.97","33750680650"
"246690","TS인베스트먼트","KOSDAQ","금융","973","59","6.46","40357959726"
"317240","TS트릴리온","KOSDAQ","화학","279","0","0.00","29920217238"
"057030","YBM넷","KOSDAQ","일반서비스","4485","75","1.70","73162446045"
"040300","YTN","KOSDAQ","오락·문화","3190","120","3.91","133980000000"
"051390","YW","KOSDAQ","유통","3645","30","0.83","41390316360"
"052220","iMBC","KOSDAQ","오락·문화","3545","205","6.14","81535000000"
"079940","가비아","KOSDAQ","IT 서비스","17200","730","4.43","232813764800"
"078890","가온그룹","KOSDAQ","전기·전자","3135","160","5.38","54968789040"
"399720","가온칩스","KOSDAQ","전기·전자","41500","2400","6.14","481288780000"
"036620","감성코퍼레이션","KOSDAQ","유통","3100","20","0.65","283601441600"
"198440","강동씨앤엘","KOSDAQ","비금속","1219","16","1.33","74275981224"
"217730","강스템바이오텍","KOSDAQ","제약","2015","-5","-0.25","112949110235"
"114190","강원에너지","KOSDAQ","전기·전자","8950","0","0.00","233801190100"
"094480","갤럭시아머니트리","KOSDAQ","IT 서비스","7890","270","3.54","309523421820"
"039240","경남스틸","KOSDAQ","금속","4855","310","6.82","130985977420"
"053950","경남제약","KOSDAQ","제약","799","-2","-0.25","62439739042"
"011040","경동제약","KOSDAQ","제약","6180","50","0.82","190150973880"
"024910","경창산업","KOSDAQ","운송장비·부품","1930","7","0.36","69130679650"
"049720","고려신용정보","KOSDAQ","일반서비스","10040","-70","-0.69","143572000000"
"014570","고려제약","KOSDAQ","제약","4650","55","1.20","51150000000"
"348150","고바이오랩","KOSDAQ","일반서비스","5450","90","1.68","105587482500"
"950190","고스트스튜디오","KOSDAQ","출판·매체복제","8730","-60","-0.68","118552457160"
"098460","고영","KOSDAQ","기계·장비","8890","780","9.62","610340771950"
"035290","골드앤에스","KOSDAQ","오락·문화","410","6","1.49","19547356800"
"900280","골든센츄리","KOSDAQ","금융","5","-1","-16.67","1027021440"
"215000","골프존","KOSDAQ","IT 서비스","65500","100","0.15","411039682500"
"121440","골프존뉴딘홀딩스","KOSDAQ","유통","3495","30","0.87","149714678910"
"366030","공구우먼","KOSDAQ","섬유·의류","3650","0","0.00","82686552500"
"014200","광림","KOSDAQ","운송장비·부품","30200","0","0.00","91311391200"
"029480","광무","KOSDAQ","전기·전자","2440","-45","-1.81","134222162520"
"026910","광진실업","KOSDAQ","금속","1979","19","0.97","12676296495"
"440790","교보13호스팩","KOSDAQ","금융","2095","-5","-0.24","8484750000"
"456490","교보14호스팩","KOSDAQ","금융","2085","15","0.72","8757000000"
"465320","교보15호스팩","KOSDAQ","금융","2085","0","0.00","7943850000"
"482520","교보16호스팩","KOSDAQ","금융","1995","22","1.12","12169500000"
"489210","교보17호스팩","KOSDAQ","금융","1974","5","0.25","10225320000"
"053270","구영테크","KOSDAQ","운송장비·부품","2035","54","2.73","55780174175"
"066620","국보디자인","KOSDAQ","건설","18110","60","0.33","135825000000"
"043650","국순당","KOSDAQ","음식료·담배","4670","70","1.52","83398279680"
"006050","국영지앤엠","KOSDAQ","비금속","1609","56","3.61","56146445987"
"060480","국일신동","KOSDAQ","금속","1748","18","1.04","19385320000"
"078130","국일제지","KOSDAQ","종이·목재","800","0","0.00","901924696800"
"307750","국전약품","KOSDAQ","제약","3570","55","1.56","175177290330"
"035080","그래디언트","KOSDAQ","유통","12010","-50","-0.41","164255941980"
"453450","그리드위즈","KOSDAQ","일반서비스","17000","420","2.53","135026750000"
"204020","그리티","KOSDAQ","섬유·의류","2895","-5","-0.17","58326809850"
"402490","그린리소스","KOSDAQ","전기·전자","18540","670","3.75","153250601760"
"114450","그린생명과학","KOSDAQ","제약","1625","21","1.31","32500000000"
"186230","그린플러스","KOSDAQ","금속","7750","310","4.17","83856457000"
"900070","글로벌에스엠","KOSDAQ","금융","406","0","0.00","21820051008"
"204620","글로벌텍스프리","KOSDAQ","금융","3440","35","1.03","210239160400"
"019660","글로본","KOSDAQ","유통","589","-2","-0.34","20491749394"
"053260","금강철강","KOSDAQ","금속","4000","80","2.04","74880000000"
"282720","금양그린파워","KOSDAQ","건설","9300","100","1.09","112711350000"
"036190","금화피에스시","KOSDAQ","건설","24600","50","0.20","147600000000"
"049080","기가레인","KOSDAQ","전기·전자","550","2","0.36","46685840850"
"420770","기가비스","KOSDAQ","기계·장비","25250","700","2.85","320062889500"
"035460","기산텔레콤","KOSDAQ","전기·전자","1758","8","0.46","25626963720"
"308100","까스텔바작","KOSDAQ","유통","3065","75","2.51","20304806645"
"407400","꿈비","KOSDAQ","기타제조","8890","650","7.89","108986723860"
"187790","나노","KOSDAQ","화학","1025","0","0.00","31611850750"
"286750","나노브릭","KOSDAQ","화학","2050","62","3.12","44102795950"
"121600","나노신소재","KOSDAQ","화학","58100","-100","-0.17","708592131800"
"247660","나노씨엠에스","KOSDAQ","전기·전자","6720","110","1.66","29191142400"
"039860","나노엔텍","KOSDAQ","의료·정밀기기","3295","40","1.23","105802720190"
"091970","나노캠텍","KOSDAQ","화학","668","-16","-2.34","24994885324"
"417010","나노팀","KOSDAQ","기계·장비","6970","-130","-1.83","137478566160"
"405920","나라셀라","KOSDAQ","유통","3090","-5","-0.16","39793254840"
"051490","나라엠앤디","KOSDAQ","기계·장비","3790","45","1.20","53818000000"
"137080","나래나노텍","KOSDAQ","기계·장비","3905","-185","-4.52","43187042910"
"190510","나무가","KOSDAQ","전기·전자","14700","1480","11.20","239086444800"
"242040","나무기술","KOSDAQ","IT 서비스","1509","73","5.08","52220852376"
"089600","나스미디어","KOSDAQ","일반서비스","13880","-20","-0.14","160566102440"
"293580","나우IB","KOSDAQ","금융","1378","217","18.69","130813471100"
"138610","나이벡","KOSDAQ","제약","16270","290","1.81","177231013590"
"130580","나이스디앤비","KOSDAQ","일반서비스","4785","-35","-0.73","73689000000"
"036800","나이스정보통신","KOSDAQ","통신","17850","-90","-0.50","178500000000"
"267320","나인테크","KOSDAQ","기계·장비","1919","10","0.52","83791415576"
"111710","남화산업","KOSDAQ","오락·문화","4965","-165","-3.22","102219420000"
"091590","남화토건","KOSDAQ","건설","3945","30","0.77","46314300000"
"168330","내츄럴엔도텍","KOSDAQ","일반서비스","1318","-33","-2.44","41852958200"
"094860","네오리진","KOSDAQ","IT 서비스","1000","-5","-0.50","21399569000"
"253590","네오셈","KOSDAQ","기계·장비","9020","280","3.20","395699859280"
"212560","네오오토","KOSDAQ","운송장비·부품","7880","30","0.38","62054708440"
"095660","네오위즈","KOSDAQ","IT 서비스","18510","-380","-2.01","404569664160"
"042420","네오위즈홀딩스","KOSDAQ","IT 서비스","17660","-90","-0.51","156412253560"
"950220","네오이뮨텍","KOSDAQ","일반서비스","1150","25","2.22","113697584750"
"311390","네오크레마","KOSDAQ","음식료·담배","5550","70","1.28","70228528950"
"085910","네오티스","KOSDAQ","운송장비·부품","3180","30","0.95","44312721240"
"092730","네오팜","KOSDAQ","화학","11530","-320","-2.70","184802713170"
"290660","네오펙트","KOSDAQ","의료·정밀기기","883","-1","-0.11","40689875317"
"306620","네온테크","KOSDAQ","기계·장비","2800","100","3.70","120648970400"
"153460","네이블","KOSDAQ","IT 서비스","6650","-100","-1.48","43424593100"
"007390","네이처셀","KOSDAQ","제약","20650","-850","-3.95","1328975271400"
"033640","네패스","KOSDAQ","전기·전자","6750","200","3.05","155649613500"
"330860","네패스아크","KOSDAQ","일반서비스","10670","240","2.30","130003760150"
"089140","넥스턴바이오","KOSDAQ","기계·장비","2860","65","2.33","34807958900"
"389650","넥스트바이오메디컬","KOSDAQ","의료·정밀기기","42650","1650","4.02","344897157900"
"137940","넥스트아이","KOSDAQ","의료·정밀기기","532","22","4.31","41666767744"
"396270","넥스트칩","KOSDAQ","전기·전자","13880","300","2.21","251074487200"
"348210","넥스틴","KOSDAQ","기계·장비","51800","700","1.37","540649550000"
"225570","넥슨게임즈","KOSDAQ","IT 서비스","13470","80","0.60","887136543780"
"217270","넵튠","KOSDAQ","IT 서비스","5400","-40","-0.74","252051210000"
"104620","노랑풍선","KOSDAQ","일반서비스","4500","-100","-2.17","71289567000"
"473980","노머스","KOSDAQ","오락·문화","20650","50","0.24","222846891050"
"194700","노바렉스","KOSDAQ","음식료·담배","7470","-30","-0.40","140098714560"
"285490","노바텍","KOSDAQ","기타제조","14550","-110","-0.75","153878341050"
"145170","노브랜드","KOSDAQ","섬유·의류","7710","230","3.07","68078020140"
"106520","노블엠앤비","KOSDAQ","의료·정밀기기","411","0","0.00","15904036272"
"376930","노을","KOSDAQ","의료·정밀기기","3190","215","7.23","117861121400"
"142280","녹십자엠에스","KOSDAQ","제약","3670","90","2.51","79792868420"
"234690","녹십자웰빙","KOSDAQ","제약","9830","-230","-2.29","174504873080"
"054050","농우바이오","KOSDAQ","농업, 임업 및 어업","7100","-10","-0.14","113816983100"
"069140","누리플랜","KOSDAQ","금속","1352","17","1.27","17714908536"
"040160","누리플렉스","KOSDAQ","IT 서비스","2750","-10","-0.36","33152721250"
"332290","누보","KOSDAQ","화학","999","6","0.60","33351418197"
"348340","뉴로메카","KOSDAQ","기계·장비","32950","4200","14.61","349316789000"
"060260","뉴보텍","KOSDAQ","화학","1172","17","1.47","15836074548"
"123840","뉴온","KOSDAQ","기계·장비","1610","-6","-0.37","47071586100"
"012340","뉴인텍","KOSDAQ","운송장비·부품","485","0","0.00","24689973570"
"270870","뉴트리","KOSDAQ","음식료·담배","5650","130","2.36","51981265600"
"144960","뉴파워프라즈마","KOSDAQ","기계·장비","4475","55","1.24","195524492400"
"085670","뉴프렉스","KOSDAQ","전기·전자","5500","40","0.73","134479185500"
"064260","다날","KOSDAQ","IT 서비스","2890","45","1.58","199262725600"
"340360","다보링크","KOSDAQ","전기·전자","1984","-46","-2.27","86082212608"
"039560","다산네트웍스","KOSDAQ","전기·전자","3435","35","1.03","135703044735"
"154040","다산솔루에타","KOSDAQ","전기·전자","1126","5","0.45","20211805844"
"032190","다우데이타","KOSDAQ","유통","10070","-90","-0.89","385681000000"
"323350","다원넥스뷰","KOSDAQ","의료·정밀기기","5020","20","0.40","40214075440"
"068240","다원시스","KOSDAQ","전기·전자","9120","120","1.33","348050545440"
"464580","닷밀","KOSDAQ","오락·문화","5530","20","0.36","50588152440"
"020400","대동금속","KOSDAQ","금속","6610","130","2.01","21080387260"
"008830","대동기어","KOSDAQ","기계·장비","14990","1840","13.99","134722924800"
"048470","대동스틸","KOSDAQ","유통","3180","55","1.76","31800000000"
"004780","대륙제관","KOSDAQ","금속","3890","-20","-0.51","61863444110"
"017650","대림제지","KOSDAQ","종이·목재","6590","-10","-0.15","59310000000"
"007720","대명소노시즌","KOSDAQ","유통","872","5","0.58","87897992400"
"389260","대명에너지","KOSDAQ","건설","12140","840","7.43","206987000000"
"317850","대모","KOSDAQ","기계·장비","8880","30","0.34","73920849600"
"290670","대보마그네틱","KOSDAQ","전기·전자","18350","1330","7.81","144188061000"
"078140","대봉엘에스","KOSDAQ","제약","13560","120","0.89","150334011240"
"065150","대산F&B","KOSDAQ","유통","145","0","0.00","18165948725"
"036480","대성미생물","KOSDAQ","제약","9550","460","5.06","36290000000"
"027830","대성창투","KOSDAQ","금융","1930","120","6.63","104220000000"
"104040","대성파인텍","KOSDAQ","운송장비·부품","832","6","0.73","39291189184"
"129920","대성하이텍","KOSDAQ","기계·장비","3225","-65","-1.98","44231045925"
"442310","대신밸런스제14호스팩","KOSDAQ","금융","2155","60","2.86","14460050000"
"457390","대신밸런스제15호스팩","KOSDAQ","금융","2200","30","1.38","15477000000"
"457630","대신밸런스제16호스팩","KOSDAQ","금융","2095","0","0.00","15314450000"
"471050","대신밸런스제17호스팩","KOSDAQ","금융","2045","10","0.49","12392700000"
"478780","대신밸런스제18호스팩","KOSDAQ","금융","2015","17","0.85","15938650000"
"482690","대신밸런스제19호스팩","KOSDAQ","금융","1999","0","0.00","11224385000"
"020180","대신정보통신","KOSDAQ","IT 서비스","1068","84","8.54","41042081220"
"045390","대아티아이","KOSDAQ","전기·전자","3065","35","1.16","216000900505"
"108380","대양전기공업","KOSDAQ","운송장비·부품","13070","220","1.71","125045042310"
"007680","대원","KOSDAQ","건설","4105","50","1.23","55197775770"
"048910","대원미디어","KOSDAQ","유통","7780","140","1.83","97864199880"
"005710","대원산업","KOSDAQ","운송장비·부품","5910","0","0.00","118422216000"
"290380","대유","KOSDAQ","화학","2300","0","0.00","56841307600"
"120240","대정화금","KOSDAQ","화학","13000","120","0.93","93475083000"
"003310","대주산업","KOSDAQ","음식료·담배","1449","33","2.33","51283515150"
"078600","대주전자재료","KOSDAQ","전기·전자","72400","-2400","-3.21","1120794933200"
"096350","대창솔루션","KOSDAQ","금속","308","0","0.00","50438390772"
"140520","대창스틸","KOSDAQ","금속","2095","0","0.00","44223864085"
"131220","대한과학","KOSDAQ","유통","4650","20","0.43","34663378500"
"010170","대한광통신","KOSDAQ","전기·전자","830","-24","-2.81","61844267780"
"054670","대한뉴팜","KOSDAQ","제약","6870","0","0.00","98618300400"
"023910","대한약품","KOSDAQ","제약","25800","-400","-1.53","154800000000"
"021040","대호특수강","KOSDAQ","금속","905","13","1.46","19642820470"
"021045","대호특수강우","KOSDAQ","금속","2850","10","0.35","2418202200"
"067080","대화제약","KOSDAQ","제약","10900","-40","-0.37","202921485000"
"298540","더네이쳐홀딩스","KOSDAQ","섬유·의류","9410","90","0.97","138946704960"
"032860","더라미","KOSDAQ","일반서비스","1206","9","0.75","48717410778"
"393890","더블유씨피","KOSDAQ","전기·전자","10960","-130","-1.17","370920858240"
"299170","더블유에스아이","KOSDAQ","유통","1284","11","0.86","38555904492"
"224060","더코디","KOSDAQ","기계·장비","4195","195","4.88","21649228790"
"043090","더테크놀로지","KOSDAQ","유통","257","-6","-2.28","19148980050"
"213420","덕산네오룩스","KOSDAQ","전기·전자","27450","-300","-1.08","681615863550"
"317330","덕산테코피아","KOSDAQ","화학","30250","600","2.02","619416666000"
"077360","덕산하이메탈","KOSDAQ","전기·전자","3860","10","0.26","175386827720"
"090410","덕신이피씨","KOSDAQ","금속","1550","45","2.99","71430347250"
"263600","덕우전자","KOSDAQ","전기·전자","4880","145","3.06","77739912800"
"194480","데브시스터즈","KOSDAQ","IT 서비스","28350","650","2.35","341352427500"
"263800","데이타솔루션","KOSDAQ","유통","4520","80","1.80","73311597600"
"206560","덱스터","KOSDAQ","오락·문화","7220","60","0.84","183472733920"
"261200","덴티스","KOSDAQ","의료·정밀기기","5950","0","0.00","94067715000"
"067990","도이치모터스","KOSDAQ","유통","4405","-135","-2.97","128544727750"
"006620","동구바이오제약","KOSDAQ","제약","4900","100","2.08","139478460800"
"100130","동국S&C","KOSDAQ","금속","2525","105","4.34","144286075000"
"005160","동국산업","KOSDAQ","금속","4410","-20","-0.45","239218165620"
"075970","동국알앤에스","KOSDAQ","비금속","2610","35","1.36","48024000000"
"086450","동국제약","KOSDAQ","제약","16300","-220","-1.33","724698000000"
"099410","동방선기","KOSDAQ","운송장비·부품","3015","-40","-1.31","42210000000"
"033500","동성화인텍","KOSDAQ","화학","15630","710","4.76","468735791220"
"025950","동신건설","KOSDAQ","건설","58300","13450","29.99","489720000000"
"088130","동아엘텍","KOSDAQ","기계·장비","3650","65","1.81","63821396100"
"041930","동아화성","KOSDAQ","화학","5430","70","1.31","85794000000"
"060380","동양에스텍","KOSDAQ","금속","1406","15","1.08","27698200000"
"079960","동양이엔피","KOSDAQ","전기·전자","18130","200","1.12","142501800000"
"228340","동양파일","KOSDAQ","비금속","1774","12","0.68","35480000000"
"088910","동우팜투테이블","KOSDAQ","음식료·담배","1930","0","0.00","49855304520"
"094170","동운아나텍","KOSDAQ","전기·전자","18530","540","3.00","353315364240"
"013120","동원개발","KOSDAQ","건설","2325","-30","-1.27","211128832500"
"109860","동일금속","KOSDAQ","금속","8140","40","0.49","74074000000"
"032960","동일기연","KOSDAQ","전기·전자","10520","120","1.15","41936117960"
"023790","동일스틸럭스","KOSDAQ","금속","978","-34","-3.36","20382825630"
"005290","동진쎄미켐","KOSDAQ","화학","21000","100","0.48","1079704374000"
"025900","동화기업","KOSDAQ","종이·목재","8210","-70","-0.85","415075309850"
"131970","두산테스나","KOSDAQ","일반서비스","24600","-400","-1.60","475450054800"
"073190","듀오백","KOSDAQ","기타제조","1902","-18","-0.94","22763212080"
"176750","듀켐바이오","KOSDAQ","제약","8050","-100","-1.23","229064521000"
"030350","드래곤플라이","KOSDAQ","IT 서비스","1283","-147","-10.28","17805209702"
"203650","드림시큐리티","KOSDAQ","IT 서비스","3865","15","0.39","195591239210"
"223250","드림씨아이에스","KOSDAQ","일반서비스","2985","35","1.19","71040982140"
"060570","드림어스컴퍼니","KOSDAQ","오락·문화","1818","136","8.09","137480019714"
"362990","드림인사이트","KOSDAQ","일반서비스","1810","30","1.69","30409038940"
"217620","디딤이앤에프","KOSDAQ","일반서비스","3810","0","0.00","26803681470"
"016670","디모아","KOSDAQ","유통","3655","40","1.11","18062447130"
"187870","디바이스이엔지","KOSDAQ","기계·장비","11880","-80","-0.67","83594914920"
"489730","디비금융제13호스팩","KOSDAQ","금융","1940","7","0.36","12284080000"
"110990","디아이티","KOSDAQ","기계·장비","12620","80","0.64","238518000000"
"263690","디알젬","KOSDAQ","의료·정밀기기","5790","110","1.94","65575281900"
"214680","디알텍","KOSDAQ","의료·정밀기기","2365","85","3.73","175031885710"
"347850","디앤디파마텍","KOSDAQ","일반서비스","49100","500","1.03","518892187900"
"263720","디앤씨미디어","KOSDAQ","오락·문화","21550","550","2.62","269902393150"
"376300","디어유","KOSDAQ","IT 서비스","33800","-2250","-6.24","802358122800"
"109740","디에스케이","KOSDAQ","기계·장비","4445","10","0.23","114282683550"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","203","0","0.00","36245520080"
"066900","디에이피","KOSDAQ","전기·전자","2320","10","0.43","52767246960"
"127120","디엔에이링크","KOSDAQ","일반서비스","5620","-60","-1.06","126359197660"
"092070","디엔에프","KOSDAQ","화학","8500","-320","-3.63","98360793000"
"039840","디오","KOSDAQ","의료·정밀기기","16330","190","1.18","244652059150"
"219550","디와이디","KOSDAQ","유통","550","68","14.11","55635818700"
"310870","디와이씨","KOSDAQ","운송장비·부품","1615","0","0.00","33409942665"
"104460","디와이피엔에프","KOSDAQ","기계·장비","12810","-90","-0.70","137241536250"
"079810","디이엔티","KOSDAQ","기계·장비","5210","80","1.56","114766369740"
