종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"041920","메디아나","KOSDAQ","의료·정밀기기","4910","80","1.66","91317274930"
"014100","메디앙스","KOSDAQ","유통","2800","-35","-1.23","33040000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","319","-3","-0.93","18782172277"
"086900","메디톡스","KOSDAQ","제약","124800","3700","3.06","910852425600"
"078160","메디포스트","KOSDAQ","제약","12050","720","6.35","412324309250"
"408920","메쎄이상","KOSDAQ","일반서비스","1997","20","1.01","86335212635"
"021880","메이슨캐피탈","KOSDAQ","금융","291","5","1.75","44285662728"
"140410","메지온","KOSDAQ","일반서비스","31400","1050","3.46","940848781800"
"241770","메카로","KOSDAQ","전기·전자","8230","0","0.00","83885427200"
"059210","메타바이오메드","KOSDAQ","제약","3870","120","3.20","92347298370"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","2530","270","11.95","40607840900"
"434480","모니터랩","KOSDAQ","IT 서비스","3420","-5","-0.15","41906286000"
"080420","모다이노칩","KOSDAQ","유통","1994","-36","-1.77","158964914268"
"417970","모델솔루션","KOSDAQ","기계·장비","10520","-480","-4.36","67293284000"
"080160","모두투어","KOSDAQ","일반서비스","9850","160","1.65","186165000000"
"087260","모바일어플라이언스","KOSDAQ","IT 서비스","2110","20","0.96","68686536710"
"101330","모베이스","KOSDAQ","전기·전자","2755","40","1.47","63770064895"
"012860","모베이스전자","KOSDAQ","운송장비·부품","1410","40","2.92","103259174370"
"363260","모비데이즈","KOSDAQ","일반서비스","1737","-6","-0.34","55868466753"
"348030","모비릭스","KOSDAQ","IT 서비스","5090","40","0.79","48883342000"
"250060","모비스","KOSDAQ","IT 서비스","2845","45","1.61","91527388330"
"288980","모아데이타","KOSDAQ","IT 서비스","1306","9","0.69","45130869972"
"142760","모아라이프플러스","KOSDAQ","일반서비스","1196","1","0.08","45130833956"
"033200","모아텍","KOSDAQ","전기·전자","2910","0","0.00","41703748350"
"333050","모코엠시스","KOSDAQ","IT 서비스","1302","33","2.60","31846042452"
"118990","모트렉스","KOSDAQ","운송장비·부품","10100","40","0.40","251106099000"
"006920","모헨즈","KOSDAQ","비금속","2990","95","3.28","32650800000"
"001810","무림SP","KOSDAQ","종이·목재","1640","4","0.24","36305500000"
"279600","미디어젠","KOSDAQ","IT 서비스","11300","0","0.00","52938025300"
"095500","미래나노텍","KOSDAQ","화학","7960","400","5.29","246839592040"
"254490","미래반도체","KOSDAQ","유통","11450","340","3.06","165315100000"
"218150","미래생명자원","KOSDAQ","음식료·담배","3915","70","1.82","79927864830"
"442900","미래에셋드림스팩1호","KOSDAQ","금융","9990","30","0.30","76723200000"
"100790","미래에셋벤처투자","KOSDAQ","금융","4760","-5","-0.10","252873257840"
"412930","미래에셋비전스팩1호","KOSDAQ","금융","2695","0","0.00","16644320000"
"446190","미래에셋비전스팩2호","KOSDAQ","금융","2155","0","0.00","10667250000"
"448830","미래에셋비전스팩3호","KOSDAQ","금융","2120","15","0.71","10430400000"
"477380","미래에셋비전스팩4호","KOSDAQ","금융","2000","15","0.76","16200000000"
"477470","미래에셋비전스팩5호","KOSDAQ","금융","2030","5","0.25","11124400000"
"478440","미래에셋비전스팩6호","KOSDAQ","금융","1994","6","0.30","13818420000"
"482680","미래에셋비전스팩7호","KOSDAQ","금융","1970","9","0.46","16183550000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","20250","360","1.81","178562151000"
"207760","미스터블루","KOSDAQ","IT 서비스","1189","50","4.39","98781861987"
"059090","미코","KOSDAQ","전기·전자","8820","400","4.75","294735981960"
"214610","미코바이오메드","KOSDAQ","의료·정밀기기","1500","-47","-3.04","66373131000"
"201490","미투온","KOSDAQ","IT 서비스","1813","16","0.89","55097236796"
"452200","민테크","KOSDAQ","의료·정밀기기","4900","140","2.94","108595270000"
"418470","밀리의서재","KOSDAQ","IT 서비스","14120","150","1.07","120009960680"
"206640","바디텍메드","KOSDAQ","제약","17000","-270","-1.56","399271520000"
"018700","바른손","KOSDAQ","유통","1054","12","1.15","37016223878"
"035620","바른손이앤에이","KOSDAQ","오락·문화","430","4","0.94","32009060250"
"053030","바이넥스","KOSDAQ","제약","18270","820","4.70","597140114760"
"301300","바이브컴퍼니","KOSDAQ","IT 서비스","4005","5","0.13","49641418305"
"064550","바이오니아","KOSDAQ","제약","19530","120","0.62","504074983230"
"314930","바이오다인","KOSDAQ","의료·정밀기기","16740","390","2.39","498251084220"
"208710","바이오로그디바이스","KOSDAQ","전기·전자","552","127","29.88","36377166528"
"086820","바이오솔루션","KOSDAQ","제약","24550","1050","4.47","199921108300"
"038460","바이오스마트","KOSDAQ","전기·전자","3285","120","3.79","85950178830"
"251120","바이오에프디엔씨","KOSDAQ","제약","14000","60","0.43","121739800000"
"199730","바이오인프라","KOSDAQ","일반서비스","6670","110","1.68","32445327890"
"086040","바이오톡스텍","KOSDAQ","일반서비스","3305","15","0.46","52742006335"
"099430","바이오플러스","KOSDAQ","제약","7400","-30","-0.40","428688393600"
"032980","바이온","KOSDAQ","유통","362","-154","-29.84","16209632380"
"308080","바이젠셀","KOSDAQ","일반서비스","2595","140","5.70","49989405300"
"043150","바텍","KOSDAQ","의료·정밀기기","19300","460","2.44","286687140800"
"323990","박셀바이오","KOSDAQ","일반서비스","10800","150","1.41","248326560000"
"267790","배럴","KOSDAQ","섬유·의류","4735","-15","-0.32","37352047500"
"046310","백금T&A","KOSDAQ","전기·전자","2215","0","0.00","36367289815"
"331520","밸로프","KOSDAQ","IT 서비스","607","7","1.17","30874684730"
"199480","뱅크웨어글로벌","KOSDAQ","IT 서비스","6960","220","3.26","70307400480"
"438700","버넥트","KOSDAQ","IT 서비스","2990","30","1.01","33323221100"
"066410","버킷스튜디오","KOSDAQ","통신","1153","0","0.00","99670679144"
"382900","범한퓨얼셀","KOSDAQ","전기·전자","14160","530","3.89","124055760000"
"206400","베노티앤알","KOSDAQ","건설","3220","90","2.88","120782708760"
"019010","베뉴지","KOSDAQ","유통","2040","10","0.49","98328000000"
"177350","베셀","KOSDAQ","기계·장비","202","0","0.00","18053152686"
"457600","벡트","KOSDAQ","전기·전자","4210","20","0.48","57708575000"
"424760","벨로크","KOSDAQ","IT 서비스","817","1","0.12","16066306634"
"225530","보광산업","KOSDAQ","비금속","5100","295","6.14","185327507700"
"250000","보라티알","KOSDAQ","유통","9930","-30","-0.30","67034778690"
"310210","보로노이","KOSDAQ","제약","85400","5000","6.22","1567652956800"
"006910","보성파워텍","KOSDAQ","금속","2605","20","0.77","127983191520"
"226340","본느","KOSDAQ","화학","1422","22","1.57","59656341240"
"008470","부스타","KOSDAQ","금속","3820","40","1.06","32106336000"
"338220","뷰노","KOSDAQ","IT 서비스","25250","100","0.40","350677479250"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","21350","250","1.18","213539817750"
"406820","뷰티스킨","KOSDAQ","화학","11640","20","0.17","41136225600"
"337930","브랜드엑스코퍼레이션","KOSDAQ","IT 서비스","6560","180","2.82","192283748320"
"099390","브레인즈컴퍼니","KOSDAQ","IT 서비스","5100","40","0.79","41862243300"
"064480","브리지텍","KOSDAQ","IT 서비스","5730","60","1.06","68487825000"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","제약","4530","300","7.09","228365136900"
"365900","브이씨","KOSDAQ","기타제조","2910","-10","-0.34","21272973000"
"089970","브이엠","KOSDAQ","기계·장비","7180","180","2.57","172862772100"
"251630","브이원텍","KOSDAQ","기계·장비","4385","35","0.80","69909555110"
"018290","브이티","KOSDAQ","화학","39150","-1550","-3.81","1401491974050"
"439580","블루엠텍","KOSDAQ","유통","12310","260","2.16","137505420510"
"033560","블루콤","KOSDAQ","전기·전자","3005","-30","-0.99","51385500000"
"369370","블리츠웨이스튜디오","KOSDAQ","기타제조","1640","6","0.37","81789934040"
"126340","비나텍","KOSDAQ","전기·전자","28900","750","2.66","175859910200"
"121800","비덴트","KOSDAQ","전기·전자","3320","0","0.00","256309348520"
"082800","비보존 제약","KOSDAQ","제약","7060","410","6.17","353738941960"
"318410","비비씨","KOSDAQ","화학","7780","0","0.00","43219790540"
"419540","비스토스","KOSDAQ","의료·정밀기기","1739","0","0.00","39983976629"
"146320","비씨엔씨","KOSDAQ","전기·전자","8590","490","6.05","109891208570"
"200780","비씨월드제약","KOSDAQ","제약","4720","70","1.51","41972052480"
"413640","비아이매트릭스","KOSDAQ","IT 서비스","8200","-70","-0.85","59096908000"
"141000","비아트론","KOSDAQ","기계·장비","7460","370","5.22","90375736600"
"083650","비에이치아이","KOSDAQ","기계·장비","14840","-490","-3.20","459214525000"
"445360","비엔케이제1호스팩","KOSDAQ","금융","2065","-5","-0.24","8900150000"
"473370","비엔케이제2호스팩","KOSDAQ","금융","1958","-3","-0.15","8243180000"
"065170","비엘팜텍","KOSDAQ","유통","234","0","0.00","20819110806"
"086670","비엠티","KOSDAQ","기계·장비","7490","210","2.88","68347553260"
"335890","비올","KOSDAQ","의료·정밀기기","8130","10","0.12","474947486250"
"230980","비유테크놀러지","KOSDAQ","IT 서비스","229","0","0.00","21370407553"
"082920","비츠로셀","KOSDAQ","전기·전자","23450","300","1.30","536353394850"
"054220","비츠로시스","KOSDAQ","전기·전자","518","5","0.97","26501189764"
"042370","비츠로테크","KOSDAQ","금융","7150","20","0.28","187330178750"
"050090","비케이홀딩스","KOSDAQ","일반서비스","729","15","2.10","14423071815"
"148780","비큐AI","KOSDAQ","IT 서비스","1007","22","2.23","31665845075"
"307870","비투엔","KOSDAQ","IT 서비스","970","40","4.30","43938942630"
"357880","비트나인","KOSDAQ","IT 서비스","2540","100","4.10","86163678320"
"032850","비트컴퓨터","KOSDAQ","IT 서비스","4990","50","1.01","82950232070"
"238200","비피도","KOSDAQ","음식료·담배","3065","90","3.03","25071700000"
"093190","빅솔론","KOSDAQ","전기·전자","4345","10","0.23","83593042225"
"065450","빅텍","KOSDAQ","의료·정밀기기","4210","50","1.20","120628288000"
"210120","빅텐츠","KOSDAQ","오락·문화","21600","-2200","-9.24","67923576000"
"044480","빌리언스","KOSDAQ","화학","502","16","3.29","20413191456"
"069540","빛과전자","KOSDAQ","전기·전자","1036","28","2.78","47694931844"
"072950","빛샘전자","KOSDAQ","전기·전자","3605","20","0.56","29029659050"
"451250","삐아","KOSDAQ","화학","9780","100","1.03","98678997060"
"143240","사람인","KOSDAQ","IT 서비스","17850","-330","-1.82","209010344550"
"466410","사이냅소프트","KOSDAQ","IT 서비스","16910","260","1.56","85176058930"
"452430","사피엔반도체","KOSDAQ","전기·전자","15230","750","5.18","123308994420"
"419120","산돌","KOSDAQ","IT 서비스","5850","170","2.99","45479807100"
"122350","삼기","KOSDAQ","운송장비·부품","1232","13","1.07","47234175296"
"419050","삼기이브이","KOSDAQ","운송장비·부품","1743","33","1.93","99693046320"
"014970","삼륭물산","KOSDAQ","종이·목재","2965","-80","-2.63","44845625000"
"018310","삼목에스폼","KOSDAQ","금속","20900","250","1.21","307230000000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","4370","30","0.69","99973320300"
"009620","삼보산업","KOSDAQ","금속","2670","-10","-0.37","39401670600"
"023600","삼보판지","KOSDAQ","종이·목재","8160","30","0.37","131947200000"
"425290","삼성스팩6호","KOSDAQ","금융","2095","0","0.00","11564400000"
"439250","삼성스팩7호","KOSDAQ","금융","10390","20","0.19","36385780000"
"448740","삼성스팩8호","KOSDAQ","금융","10070","20","0.20","46966480000"
"468510","삼성스팩9호","KOSDAQ","금융","1881","0","0.00","20785050000"
"009300","삼아제약","KOSDAQ","제약","17270","470","2.80","110009900000"
"361670","삼영에스앤씨","KOSDAQ","전기·전자","4800","75","1.59","27204758400"
"054540","삼영엠텍","KOSDAQ","금속","4565","-145","-3.08","59345000000"
"065570","삼영이엔씨","KOSDAQ","전기·전자","1628","18","1.12","25925299268"
"032280","삼일","KOSDAQ","운송·창고","2860","125","4.57","46370867400"
"002290","삼일기업공사","KOSDAQ","건설","4060","165","4.24","50344000000"
"037460","삼지전자","KOSDAQ","전기·전자","8520","30","0.35","139033807440"
"032750","삼진","KOSDAQ","전기·전자","4200","20","0.48","37930712400"
"054090","삼진엘앤디","KOSDAQ","기타제조","744","18","2.48","18569668608"
"000250","삼천당제약","KOSDAQ","제약","155400","4600","3.05","3645291148800"
"024950","삼천리자전거","KOSDAQ","유통","4330","105","2.49","57474588410"
"038500","삼표시멘트","KOSDAQ","비금속","2960","0","0.00","319432265760"
"437730","삼현","KOSDAQ","운송장비·부품","9370","-940","-9.12","297099902790"
"017480","삼현철강","KOSDAQ","금속","4550","60","1.34","71448149500"
"046390","삼화네트웍스","KOSDAQ","오락·문화","1369","29","2.16","59103745277"
"027580","상보","KOSDAQ","화학","1302","30","2.36","77054025258"
"038540","상상인","KOSDAQ","IT 서비스","1520","38","2.56","84099035760"
"452670","상상인제4호스팩","KOSDAQ","금융","1982","21","1.07","10346040000"
"091580","상신이디피","KOSDAQ","전기·전자","7760","430","5.87","104202979440"
"263810","상신전자","KOSDAQ","전기·전자","2810","-15","-0.53","40027657580"
"089980","상아프론테크","KOSDAQ","화학","19310","430","2.28","308748304470"
"042940","상지건설","KOSDAQ","건설","4775","0","0.00","19013161850"
"042600","새로닉스","KOSDAQ","전기·전자","10150","500","5.18","126099276100"
"107600","새빗켐","KOSDAQ","화학","16800","720","4.48","83689956000"
"411080","샌즈랩","KOSDAQ","IT 서비스","6960","-30","-0.43","106130520480"
"252990","샘씨엔에스","KOSDAQ","전기·전자","4300","225","5.52","251068670900"
"378800","샤페론","KOSDAQ","제약","3930","60","1.55","118462111830"
"294630","서남","KOSDAQ","전기·전자","3355","25","0.75","80451084945"
"038070","서린바이오","KOSDAQ","유통","7280","-60","-0.82","64796921280"
"006730","서부T&D","KOSDAQ","일반서비스","5520","20","0.36","363916614960"
"079650","서산","KOSDAQ","비금속","1251","-1","-0.08","25020000000"
"100660","서암기계공업","KOSDAQ","기계·장비","3755","-20","-0.53","47313000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","3540","100","2.91","41241000000"
"043710","서울리거","KOSDAQ","유통","628","23","3.80","31524896640"
"092190","서울바이오시스","KOSDAQ","전기·전자","3130","100","3.30","143568038790"
"046890","서울반도체","KOSDAQ","전기·전자","7230","130","1.83","421548042000"
"063170","서울옥션","KOSDAQ","유통","7200","290","4.20","127974722400"
"027040","서울전자통신","KOSDAQ","전기·전자","237","4","1.72","16492556739"
"018680","서울제약","KOSDAQ","제약","3440","55","1.62","40108057360"
"093920","서원인텍","KOSDAQ","전기·전자","5510","20","0.36","102486000000"
"189860","서전기전","KOSDAQ","전기·전자","3895","10","0.26","37776748100"
"178320","서진시스템","KOSDAQ","전기·전자","27950","600","2.19","1572130314300"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","1962","36","1.87","42858732420"
"140070","서플러스글로벌","KOSDAQ","유통","2590","15","0.58","95798920000"
"011370","서한","KOSDAQ","건설","856","5","0.59","86366004440"
"065710","서호전기","KOSDAQ","전기·전자","20600","0","0.00","106090000000"
"035890","서희건설","KOSDAQ","건설","1597","45","2.90","367004105829"
"357550","석경에이티","KOSDAQ","화학","38700","650","1.71","211108500000"
"003100","선광","KOSDAQ","운송·창고","14600","90","0.62","96360000000"
"067370","선바이오","KOSDAQ","제약","7240","80","1.12","89150138200"
"171090","선익시스템","KOSDAQ","기계·장비","45100","-800","-1.74","428197665500"
"086710","선진뷰티사이언스","KOSDAQ","화학","9440","-10","-0.11","115198963200"
"014620","성광벤드","KOSDAQ","금속","23750","-800","-3.26","663302991250"
"037350","성도이엔지","KOSDAQ","일반서비스","4850","-20","-0.41","75029500000"
"458650","성우","KOSDAQ","전기·전자","18020","910","5.32","271122973400"
"081580","성우전자","KOSDAQ","전기·전자","3540","0","0.00","54898826220"
"045300","성우테크론","KOSDAQ","전기·전자","2660","85","3.30","27003210780"
"015750","성우하이텍","KOSDAQ","운송장비·부품","5100","80","1.59","408000000000"
"365340","성일하이텍","KOSDAQ","화학","37600","2250","6.36","456764800000"
"080470","성창오토텍","KOSDAQ","운송장비·부품","3680","80","2.22","26864000000"
"043260","성호전자","KOSDAQ","전기·전자","1173","37","3.26","71555567697"
"148150","세경하이테크","KOSDAQ","전기·전자","8800","-50","-0.56","315571775200"
"188260","세니젠","KOSDAQ","기타제조","2730","50","1.87","19733723100"
"053060","세동","KOSDAQ","운송장비·부품","1050","-2","-0.19","18540289950"
"340440","세림B&G","KOSDAQ","화학","1187","12","1.02","33685118068"
"017510","세명전기","KOSDAQ","금속","4780","30","0.63","72875880000"
"011560","세보엠이씨","KOSDAQ","건설","10150","-10","-0.10","106879500000"
"396300","세아메카닉스","KOSDAQ","금속","2450","65","2.73","64899275000"
"100700","세운메디칼","KOSDAQ","제약","2490","5","0.20","109062000000"
"024830","세원물산","KOSDAQ","운송장비·부품","5920","60","1.02","49432000000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","412","0","0.00","22983976612"
"036630","세종텔레콤","KOSDAQ","통신","419","19","4.75","83800000000"
"039310","세중","KOSDAQ","IT 서비스","1580","12","0.77","28632233860"
"067770","세진티에스","KOSDAQ","전기·전자","2320","-40","-1.69","19480095760"
"053450","세코닉스","KOSDAQ","의료·정밀기기","5600","-40","-0.71","82839696800"
"222810","세토피아","KOSDAQ","금속","1080","0","0.00","81712098000"
"252500","세화피앤씨","KOSDAQ","화학","872","12","1.40","36176132080"
"321370","센서뷰","KOSDAQ","전기·전자","1689","29","1.75","44494585305"
"347000","센코","KOSDAQ","의료·정밀기기","1930","0","0.00","63699603680"
"331920","셀레믹스","KOSDAQ","제약","3360","20","0.60","27431537280"
"471820","셀로맥스사이언스","KOSDAQ","음식료·담배","5020","100","2.03","58453276580"
"049180","셀루메드","KOSDAQ","제약","2450","15","0.62","126213969700"
"299660","셀리드","KOSDAQ","일반서비스","5370","160","3.07","113322986490"
"268600","셀리버리","KOSDAQ","일반서비스","6680","0","0.00","248384003120"
"108860","셀바스AI","KOSDAQ","IT 서비스","12370","-120","-0.96","332935952300"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","4185","-25","-0.59","107724260340"
"318160","셀바이오휴먼텍","KOSDAQ","섬유·의류","3225","40","1.26","29866405725"
"308430","셀비온","KOSDAQ","제약","12870","780","6.45","164748985830"
"068760","셀트리온제약","KOSDAQ","제약","55400","600","1.09","2304838719800"
"068940","셀피글로벌","KOSDAQ","전기·전자","778","0","0.00","29766744466"
"060230","소니드","KOSDAQ","화학","961","11","1.16","45187987279"
"290690","소룩스","KOSDAQ","전기·전자","8160","-160","-1.92","371805014400"
"950200","소마젠","KOSDAQ","일반서비스","4085","65","1.62","78579276505"
"032680","소프트센","KOSDAQ","IT 서비스","301","1","0.33","31782819964"
"032685","소프트센우","KOSDAQ","IT 서비스","7050","-140","-1.95","2517851100"
"258790","소프트캠프","KOSDAQ","IT 서비스","1072","8","0.75","26790656448"
"066910","손오공","KOSDAQ","유통","1040","19","1.86","35135629360"
"035610","솔본","KOSDAQ","일반서비스","4050","55","1.38","110751287850"
"357780","솔브레인","KOSDAQ","화학","170500","7500","4.60","1326245503000"
"036830","솔브레인홀딩스","KOSDAQ","일반서비스","37350","1900","5.36","783007491600"
"304100","솔트룩스","KOSDAQ","IT 서비스","23950","-100","-0.42","290527103600"
"328380","솔트웨어","KOSDAQ","IT 서비스","878","25","2.93","30082719084"
"086980","쇼박스","KOSDAQ","오락·문화","3185","20","0.63","199502030000"
"050960","수산아이앤티","KOSDAQ","IT 서비스","17190","-860","-4.76","116049690000"
"084180","수성웹툰","KOSDAQ","기계·장비","5840","0","0.00","100132774320"
"253840","수젠텍","KOSDAQ","제약","7010","590","9.19","117369832000"
"298830","슈어소프트테크","KOSDAQ","IT 서비스","4780","0","0.00","251519111580"
"236200","슈프리마","KOSDAQ","전기·전자","25100","300","1.21","180551152300"
"094840","슈프리마에이치큐","KOSDAQ","전기·전자","6880","-100","-1.43","72046259200"
"192440","슈피겐코리아","KOSDAQ","기타제조","19390","290","1.52","120535278570"
"424960","스마트레이더시스템","KOSDAQ","의료·정밀기기","14630","-250","-1.68","228993734200"
"099440","스맥","KOSDAQ","기계·장비","3645","-55","-1.49","146687171130"
"276040","스코넥","KOSDAQ","IT 서비스","3425","180","5.55","42999073450"
"159910","스킨앤스킨","KOSDAQ","화학","616","11","1.82","22428620368"
"060240","스타코링크","KOSDAQ","IT 서비스","430","9","2.14","13895096970"
"115570","스타플렉스","KOSDAQ","화학","2630","120","4.78","20999256040"
"330730","스톤브릿지벤처스","KOSDAQ","금융","3760","20","0.53","68247120800"
"352090","스톰테크","KOSDAQ","화학","3130","0","0.00","84112483740"
"253450","스튜디오드래곤","KOSDAQ","오락·문화","42350","-250","-0.59","1272977390300"
"408900","스튜디오미르","KOSDAQ","오락·문화","2460","55","2.29","80457089640"
"204630","스튜디오산타클로스","KOSDAQ","오락·문화","4650","0","0.00","23668225650"
"415380","스튜디오삼익","KOSDAQ","유통","8530","160","1.91","36043497940"
"013810","스페코","KOSDAQ","기계·장비","3605","70","1.98","52832969350"
"049830","승일","KOSDAQ","금속","7580","-10","-0.13","46481408960"
"020710","시공테크","KOSDAQ","일반서비스","4095","95","2.38","82096437150"
"033170","시그네틱스","KOSDAQ","전기·전자","923","29","3.24","79127238437"
"048870","시너지이노베이션","KOSDAQ","의료·정밀기기","2655","25","0.95","219590653320"
"025320","시노펙스","KOSDAQ","전기·전자","6300","220","3.62","528052996800"
"269620","시스웍","KOSDAQ","의료·정밀기기","889","0","0.00","132090012299"
"056090","시지메드텍","KOSDAQ","의료·정밀기기","1040","-15","-1.42","107389397440"
"429270","시지트로닉스","KOSDAQ","전기·전자","5530","100","1.84","24919562500"
"418250","시큐레터","KOSDAQ","IT 서비스","6550","0","0.00","52279100100"
"131090","시큐브","KOSDAQ","IT 서비스","923","83","9.88","40612000000"
"232830","시큐센","KOSDAQ","IT 서비스","3400","435","14.67","39805404800"
"290520","신도기연","KOSDAQ","기계·장비","2335","10","0.43","37195060270"
"025870","신라에스지","KOSDAQ","유통","6230","-80","-1.27","24920000000"
"215600","신라젠","KOSDAQ","일반서비스","2555","20","0.79","350973004375"
"065350","신성델타테크","KOSDAQ","전기·전자","102100","-5600","-5.20","2806111090800"
"416180","신성에스티","KOSDAQ","운송장비·부품","28700","0","0.00","259441628600"
"162300","신스틸","KOSDAQ","금속","2670","55","2.10","110728589940"
"290560","신시웨이","KOSDAQ","IT 서비스","6140","110","1.82","23810748080"
"002800","신신제약","KOSDAQ","제약","5550","30","0.54","84196275000"
"472220","신영스팩10호","KOSDAQ","금융","2070","25","1.22","9708300000"
"430220","신영스팩8호","KOSDAQ","금융","2105","-5","-0.24","14229800000"
"445970","신영스팩9호","KOSDAQ","금융","2120","-5","-0.24","11363200000"
"017000","신원종합개발","KOSDAQ","건설","2985","100","3.47","34829060595"
"012790","신일제약","KOSDAQ","제약","6500","0","0.00","77911697500"
"138070","신진에스엠","KOSDAQ","금속","2605","55","2.16","45595846420"
"226330","신테카바이오","KOSDAQ","IT 서비스","5860","200","3.53","89414663500"
"418210","신한제10호스팩","KOSDAQ","금융","2245","0","0.00","8216700000"
"452980","신한제11호스팩","KOSDAQ","금융","1944","1","0.05","36751320000"
"474660","신한제12호스팩","KOSDAQ","금융","2040","15","0.74","11260800000"
"474930","신한제13호스팩","KOSDAQ","금융","2075","25","1.22","7511500000"
"487360","신한제14호스팩","KOSDAQ","금융","1932","4","0.21","10896480000"
"487830","신한제15호스팩","KOSDAQ","금융","2000","2","0.10","8700000000"
"056700","신화인터텍","KOSDAQ","화학","1692","1","0.06","49296573972"
"187270","신화콘텍","KOSDAQ","전기·전자","3005","50","1.69","30482254225"
"243840","신흥에스이씨","KOSDAQ","전기·전자","5190","180","3.59","201989791650"
"257720","실리콘투","KOSDAQ","유통","34550","850","2.52","2103170234700"
"222800","심텍","KOSDAQ","전기·전자","11200","280","2.56","356766401600"
"036710","심텍홀딩스","KOSDAQ","전기·전자","1100","46","4.36","53595606900"
"160980","싸이맥스","KOSDAQ","기계·장비","9240","240","2.67","100940005320"
"356890","싸이버원","KOSDAQ","IT 서비스","2900","-25","-0.85","34557342500"
"217330","싸이토젠","KOSDAQ","일반서비스","4885","170","3.61","112987837095"
"010280","쌍용정보통신","KOSDAQ","IT 서비스","643","-10","-1.53","41874594398"
"208640","썸에이지","KOSDAQ","IT 서비스","306","8","2.68","42607517724"
"222420","쎄노텍","KOSDAQ","비금속","624","3","0.48","28367184144"
"037760","쎄니트","KOSDAQ","금속","1425","0","0.00","48211912425"
"099320","쎄트렉아이","KOSDAQ","운송장비·부품","43000","300","0.70","470904954000"
"049960","쎌바이오텍","KOSDAQ","제약","14330","-180","-1.24","134702000000"
"088280","쏘닉스","KOSDAQ","전기·전자","2560","10","0.39","44304614400"
"050890","쏠리드","KOSDAQ","전기·전자","6860","60","0.88","419113284660"
"394800","쓰리빌리언","KOSDAQ","의료·정밀기기","5300","30","0.57","167925253000"
"177900","쓰리에이로직스","KOSDAQ","전기·전자","7400","-40","-0.54","68722320000"
"475400","씨메스","KOSDAQ","기계·장비","25500","-950","-3.59","296014965000"
"109670","씨싸이트","KOSDAQ","섬유·의류","8220","70","0.86","47976868440"
"066790","씨씨에스","KOSDAQ","오락·문화","1451","-9","-0.62","94535608589"
"222080","씨아이에스","KOSDAQ","기계·장비","7630","160","2.14","590347131570"
"352480","씨앤씨인터내셔널","KOSDAQ","화학","45000","350","0.78","450627345000"
"264660","씨앤지하이테크","KOSDAQ","기계·장비","9250","-140","-1.49","89058038000"
"352700","씨앤투스","KOSDAQ","섬유·의류","2815","5","0.18","76784470685"
"458870","씨어스테크놀로지","KOSDAQ","의료·정밀기기","11480","10","0.09","144093286400"
"297090","씨에스베어링","KOSDAQ","기계·장비","5110","450","9.66","139349700000"
"900120","씨엑스아이","KOSDAQ","금융","65","1","1.56","19537559925"
"359090","씨엔알리서치","KOSDAQ","일반서비스","1198","15","1.27","67957617418"
"115530","씨엔플러스","KOSDAQ","전기·전자","406","-3","-0.73","27592978000"
"115480","씨유메디칼","KOSDAQ","의료·정밀기기","681","0","0.00","41285323998"
"340810","씨유박스","KOSDAQ","IT 서비스","3420","65","1.94","36244691460"
"376290","씨유테크","KOSDAQ","전기·전자","2955","40","1.37","52177912500"
"189330","씨이랩","KOSDAQ","IT 서비스","6120","70","1.16","37284778080"
"096530","씨젠","KOSDAQ","제약","24000","-200","-0.83","1253423856000"
"101240","씨큐브","KOSDAQ","화학","3930","110","2.88","40639921710"
"060590","씨티씨바이오","KOSDAQ","제약","6800","230","3.50","164430936000"
"260930","씨티케이","KOSDAQ","화학","5090","-50","-0.97","98448698190"
"413630","씨피시스템","KOSDAQ","화학","1800","0","0.00","72510165000"
"013990","아가방컴퍼니","KOSDAQ","유통","5530","90","1.65","181868074080"
"123860","아나패스","KOSDAQ","전기·전자","20100","-400","-1.95","243680641500"
"025980","아난티","KOSDAQ","일반서비스","5520","120","2.22","489234718560"
"125210","아모그린텍","KOSDAQ","전기·전자","6130","230","3.90","101125322700"
"357580","아모센스","KOSDAQ","전기·전자","5250","70","1.35","58906386000"
"052710","아모텍","KOSDAQ","전기·전자","3915","125","3.30","57218151735"
"074430","아미노로직스","KOSDAQ","제약","940","32","3.52","82557233360"
"092040","아미코젠","KOSDAQ","음식료·담배","3910","45","1.16","215121736770"
"083930","아바코","KOSDAQ","기계·장비","12270","330","2.76","182980031460"
"149950","아바텍","KOSDAQ","전기·전자","8240","250","3.13","128605800000"
"036010","아비코전자","KOSDAQ","전기·전자","4700","185","4.10","62476789800"
"050860","아세아텍","KOSDAQ","기계·장비","2055","5","0.24","46237500000"
"136410","아셈스","KOSDAQ","화학","7140","160","2.29","78676416840"
